Year,Month,Region,Model,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Estimated_Deliveries
2024,10,Rest of World,Cybertruck,310,64554.51,120.2,483.2,24.71,295
2024,10,Rest of World,Model 3,2097,37083.9,69.9,478.9,169.48,1967
2024,10,Rest of World,Model S,278,81199.43,95.1,569.4,27.77,278
2024,10,Rest of World,Model X,280,85551.88,100.5,496.0,25.21,277
2024,10,Rest of World,Model Y,3654,46843.82,77.9,441.1,269.61,3458
2024,11,Asia-Pacific,Cybertruck,1720,67958.47,119.0,490.7,152.21,1732
2024,11,Asia-Pacific,Model 3,10733,37854.3,69.6,467.5,859.15,10427
2024,11,Asia-Pacific,Model S,1465,78027.21,95.1,568.8,136.76,1356
2024,11,Asia-Pacific,Model X,1448,88326.71,100.3,508.9,132.45,1452
2024,11,Asia-Pacific,Model Y,21527,45313.45,78.7,437.9,1784.5,21678
2024,11,Europe,Cybertruck,1945,67958.47,119.0,490.7,146.48,1730
2024,11,Europe,Model 3,12769,37854.3,69.6,467.5,1002.64,11989
2024,11,Europe,Model S,1704,78027.21,95.1,568.8,171.95,1765
2024,11,Europe,Model X,1558,88326.71,100.3,508.9,149.21,1649
2024,11,Europe,Model Y,21936,45313.45,78.7,437.9,1620.82,21285
2024,11,North America,Cybertruck,3103,67958.47,119.0,490.7,269.01,3074
2024,11,North America,Model 3,17833,37854.3,69.6,467.5,1577.1,18153
2024,11,North America,Model S,2358,78027.21,95.1,568.8,241.64,2425
2024,11,North America,Model X,2248,88326.71,100.3,508.9,196.59,2082
2024,11,North America,Model Y,34398,45313.45,78.7,437.9,2452.42,31240
2024,11,Rest of World,Cybertruck,455,67958.47,119.0,490.7,36.09,423
2024,11,Rest of World,Model 3,2701,37854.3,69.6,467.5,234.43,2905
2024,11,Rest of World,Model S,348,78027.21,95.1,568.8,37.23,353
2024,11,Rest of World,Model X,363,88326.71,100.3,508.9,33.23,357
2024,11,Rest of World,Model Y,4528,45313.45,78.7,437.9,368.27,4683
2024,12,Asia-Pacific,Cybertruck,2452,67621.4,119.8,481.2,205.76,2344
2024,12,Asia-Pacific,Model 3,14239,36811.98,70.3,480.8,1273.08,14679
2024,12,Asia-Pacific,Model S,1949,77603.63,95.6,562.6,191.11,1975
2024,12,Asia-Pacific,Model X,2007,87028.14,100.7,508.6,172.02,1966
2024,12,Asia-Pacific,Model Y,28139,46614.17,77.6,439.8,2261.57,27430
2024,12,Europe,Cybertruck,2894,67621.4,119.8,481.2,245.64,2979
2024,12,Europe,Model 3,15027,36811.98,70.3,480.8,1252.92,14509
2024,12,Europe,Model S,2220,77603.63,95.6,562.6,231.09,2298
2024,12,Europe,Model X,2105,87028.14,100.7,508.6,193.68,2155
2024,12,Europe,Model Y,33037,46614.17,77.6,439.8,2572.58,33652
2024,12,North America,Cybertruck,3848,67621.4,119.8,481.2,335.23,3710
2024,12,North America,Model 3,23007,36811.98,70.3,480.8,1823.82,22060
2024,12,North America,Model S,3306,77603.63,95.6,562.6,339.21,3230
2024,12,North America,Model X,3322,87028.14,100.7,508.6,324.26,3430
2024,12,North America,Model Y,45481,46614.17,77.6,439.8,3705.25,46750
2024,12,Rest of World,Cybertruck,542,67621.4,119.8,481.2,52.36,578
2024,12,Rest of World,Model 3,3758,36811.98,70.3,480.8,336.77,4005
2024,12,Rest of World,Model S,455,77603.63,95.6,562.6,50.35,497
2024,12,Rest of World,Model X,437,87028.14,100.7,508.6,39.23,430
2024,12,Rest of World,Model Y,6282,46614.17,77.6,439.8,483.23,6368
2025,1,Asia-Pacific,Cybertruck,1246,66590.65,120.3,498.3,105.94,1204
2025,1,Asia-Pacific,Model 3,7156,37838.69,69.3,487.5,659.66,7297
2025,1,Asia-Pacific,Model S,1054,78265.59,94.4,572.5,101.87,995
2025,1,Asia-Pacific,Model X,999,89410.99,99.6,504.7,83.26,920
2025,1,Asia-Pacific,Model Y,13181,44937.87,77.7,446.4,1098.71,14083
2025,1,Europe,Cybertruck,1326,66590.65,120.3,498.3,107.56,1168
2025,1,Europe,Model 3,7704,37838.69,69.3,487.5,590.45,7044
2025,1,Europe,Model S,1074,78265.59,94.4,572.5,107.9,1064
2025,1,Europe,Model X,1148,89410.99,99.6,504.7,95.73,1092
2025,1,Europe,Model Y,16306,44937.87,77.7,446.4,1247.38,14879
2025,1,North America,Cybertruck,1862,66590.65,120.3,498.3,157.9,1835
2025,1,North America,Model 3,11173,37838.69,69.3,487.5,985.23,11316
2025,1,North America,Model S,1553,78265.59,94.4,572.5,157.25,1459
2025,1,North America,Model X,1525,89410.99,99.6,504.7,136.91,1443
2025,1,North America,Model Y,20713,44937.87,77.7,446.4,1568.06,19755
2025,1,Rest of World,Cybertruck,302,66590.65,120.3,498.3,25.86,302
2025,1,Rest of World,Model 3,1823,37838.69,69.3,487.5,142.42,1549
2025,1,Rest of World,Model S,219,78265.59,94.4,572.5,22.24,221
2025,1,Rest of World,Model X,245,89410.99,99.6,504.7,21.61,238
2025,1,Rest of World,Model Y,3313,44937.87,77.7,446.4,252.54,3174
2025,2,Asia-Pacific,Cybertruck,1824,66016.88,119.4,501.6,152.73,1773
2025,2,Asia-Pacific,Model 3,9670,37561.51,69.6,472.7,831.18,9367
2025,2,Asia-Pacific,Model S,1363,79515.17,94.3,581.1,156.76,1469
2025,2,Asia-Pacific,Model X,1296,87470.52,100.3,520.0,125.37,1348
2025,2,Asia-Pacific,Model Y,19970,46890.03,78.2,448.7,1573.46,18903
2025,2,Europe,Cybertruck,1972,66016.88,119.4,501.6,175.57,1859
2025,2,Europe,Model 3,11206,37561.51,69.6,472.7,941.21,11454
2025,2,Europe,Model S,1383,79515.17,94.3,581.1,158.55,1469
2025,2,Europe,Model X,1429,87470.52,100.3,520.0,124.25,1314
2025,2,Europe,Model Y,20880,46890.03,78.2,448.7,1597.54,20026
2025,2,North America,Cybertruck,2500,66016.88,119.4,501.6,237.04,2612
2025,2,North America,Model 3,16178,37561.51,69.6,472.7,1306.45,15463
2025,2,North America,Model S,2051,79515.17,94.3,581.1,207.34,1993
2025,2,North America,Model X,2075,87470.52,100.3,520.0,203.46,2180
2025,2,North America,Model Y,28304,46890.03,78.2,448.7,2351.94,28363
2025,2,Rest of World,Cybertruck,433,66016.88,119.4,501.6,42.66,478
2025,2,Rest of World,Model 3,2443,37561.51,69.6,472.7,205.63,2377
2025,2,Rest of World,Model S,345,79515.17,94.3,581.1,36.3,346
2025,2,Rest of World,Model X,334,87470.52,100.3,520.0,28.04,290
2025,2,Rest of World,Model Y,4422,46890.03,78.2,448.7,325.71,4161
2025,3,Asia-Pacific,Cybertruck,2265,67616.01,119.0,500.4,201.59,2278
2025,3,Asia-Pacific,Model 3,14937,36016.25,69.6,481.7,1255.22,14258
2025,3,Asia-Pacific,Model S,1991,78174.94,95.2,577.0,219.95,2030
2025,3,Asia-Pacific,Model X,1977,90269.72,100.0,510.4,182.14,1983
2025,3,Asia-Pacific,Model Y,26591,46279.69,77.8,444.8,2236.74,28176
2025,3,Europe,Cybertruck,2461,67616.01,119.0,500.4,234.22,2605
2025,3,Europe,Model 3,16313,36016.25,69.6,481.7,1504.91,17385
2025,3,Europe,Model S,2078,78174.94,95.2,577.0,239.85,2334
2025,3,Europe,Model X,2229,90269.72,100.0,510.4,221.3,2501
2025,3,Europe,Model Y,28598,46279.69,77.8,444.8,2008.09,26325
2025,3,North America,Cybertruck,3857,67616.01,119.0,500.4,380.14,4055
2025,3,North America,Model 3,22714,36016.25,69.6,481.7,1900.01,21791
2025,3,North America,Model S,2967,78174.94,95.2,577.0,294.1,2900
2025,3,North America,Model X,2811,90269.72,100.0,510.4,239.01,2669
2025,3,North America,Model Y,43283,46279.69,77.8,444.8,3342.46,43747
2025,3,Rest of World,Cybertruck,601,67616.01,119.0,500.4,52.39,602
2025,3,Rest of World,Model 3,3431,36016.25,69.6,481.7,299.49,3314
2025,3,Rest of World,Model S,441,78174.94,95.2,577.0,46.97,451
2025,3,Rest of World,Model X,424,90269.72,100.0,510.4,38.78,417
2025,3,Rest of World,Model Y,6623,46279.69,77.8,444.8,525.36,6551
2025,4,Asia-Pacific,Cybertruck,1028,67238.42,119.1,495.2,86.16,978
2025,4,Asia-Pacific,Model 3,6758,37428.18,70.5,473.0,589.87,6604
2025,4,Asia-Pacific,Model S,834,79135.57,95.7,580.5,88.28,824
2025,4,Asia-Pacific,Model X,841,88622.05,99.2,516.3,82.06,891
2025,4,Asia-Pacific,Model Y,12350,45763.96,77.9,446.7,1030.34,12832
2025,4,Europe,Cybertruck,1094,67238.42,119.1,495.2,97.94,1053
2025,4,Europe,Model 3,7431,37428.18,70.5,473.0,587.26,6983
2025,4,Europe,Model S,878,79135.57,95.7,580.5,94.15,877
2025,4,Europe,Model X,936,88622.05,99.2,516.3,87.3,943
2025,4,Europe,Model Y,13493,45763.96,77.9,446.7,1089.34,13713
2025,4,North America,Cybertruck,1737,67238.42,119.1,495.2,144.67,1620
2025,4,North America,Model 3,9930,37428.18,70.5,473.0,790.15,9297
2025,4,North America,Model S,1360,79135.57,95.7,580.5,139.49,1278
2025,4,North America,Model X,1432,88622.05,99.2,516.3,132.38,1380
2025,4,North America,Model Y,19846,45763.96,77.9,446.7,1569.3,18727
2025,4,Rest of World,Cybertruck,262,67238.42,119.1,495.2,21.03,237
2025,4,Rest of World,Model 3,1564,37428.18,70.5,473.0,120.78,1461
2025,4,Rest of World,Model S,191,79135.57,95.7,580.5,19.74,190
2025,4,Rest of World,Model X,204,88622.05,99.2,516.3,19.52,206
2025,4,Rest of World,Model Y,2851,45763.96,77.9,446.7,240.33,3089
2025,5,Asia-Pacific,Cybertruck,1764,66419.81,118.9,495.8,161.8,1753
2025,5,Asia-Pacific,Model 3,10223,37652.81,70.6,488.4,879.15,10056
2025,5,Asia-Pacific,Model S,1400,79243.31,95.2,566.9,143.83,1346
2025,5,Asia-Pacific,Model X,1402,85603.25,99.7,511.6,133.51,1507
2025,5,Asia-Pacific,Model Y,17332,46599.85,77.5,443.9,1344.09,16940
2025,5,Europe,Cybertruck,1690,66419.81,118.9,495.8,167.37,1917
2025,5,Europe,Model 3,10330,37652.81,70.6,488.4,822.17,9799
2025,5,Europe,Model S,1517,79243.31,95.2,566.9,144.53,1445
2025,5,Europe,Model X,1502,85603.25,99.7,511.6,134.38,1414
2025,5,Europe,Model Y,19738,46599.85,77.5,443.9,1578.29,19477
2025,5,North America,Cybertruck,2386,66419.81,118.9,495.8,208.22,2305
2025,5,North America,Model 3,14622,37652.81,70.6,488.4,1337.31,14621
2025,5,North America,Model S,2047,79243.31,95.2,566.9,201.06,1929
2025,5,North America,Model X,2017,85603.25,99.7,511.6,183.86,1974
2025,5,North America,Model Y,28341,46599.85,77.5,443.9,2098.96,26309
2025,5,Rest of World,Cybertruck,393,66419.81,118.9,495.8,33.76,361
2025,5,Rest of World,Model 3,2190,37652.81,70.6,488.4,184.41,2208
2025,5,Rest of World,Model S,321,79243.31,95.2,566.9,31.65,312
2025,5,Rest of World,Model X,305,85603.25,99.7,511.6,27.77,312
2025,5,Rest of World,Model Y,4590,46599.85,77.5,443.9,357.87,4366
2025,6,Asia-Pacific,Cybertruck,2324,64499.0,120.1,486.1,191.0,2292
2025,6,Asia-Pacific,Model 3,14276,35961.59,70.2,477.1,1191.11,14534
2025,6,Asia-Pacific,Model S,1850,77577.29,94.7,574.7,189.46,1857
2025,6,Asia-Pacific,Model X,1817,88817.91,100.9,509.6,165.99,1733
2025,6,Asia-Pacific,Model Y,27222,46475.13,78.7,460.3,2206.19,26174
2025,6,Europe,Cybertruck,2775,64499.0,120.1,486.1,252.6,2834
2025,6,Europe,Model 3,15477,35961.59,70.2,477.1,1363.27,15945
2025,6,Europe,Model S,1908,77577.29,94.7,574.7,198.71,1859
2025,6,Europe,Model X,1959,88817.91,100.9,509.6,209.79,2234
2025,6,Europe,Model Y,30989,46475.13,78.7,460.3,2646.26,32352
2025,6,North America,Cybertruck,3620,64499.0,120.1,486.1,296.18,3499
2025,6,North America,Model 3,22185,35961.59,70.2,477.1,1924.01,22426
2025,6,North America,Model S,3008,77577.29,94.7,574.7,320.44,2982
2025,6,North America,Model X,2823,88817.91,100.9,509.6,232.92,2654
2025,6,North America,Model Y,39894,46475.13,78.7,460.3,3408.42,40975
2025,6,Rest of World,Cybertruck,579,64499.0,120.1,486.1,45.94,537
2025,6,Rest of World,Model 3,3308,35961.59,70.2,477.1,279.84,3370
2025,6,Rest of World,Model S,411,77577.29,94.7,574.7,42.83,434
2025,6,Rest of World,Model X,443,88817.91,100.9,509.6,40.45,453
2025,6,Rest of World,Model Y,6423,46475.13,78.7,460.3,543.27,6490
2025,7,Asia-Pacific,Cybertruck,1333,65474.42,119.7,502.6,121.75,1411
2025,7,Asia-Pacific,Model 3,7343,37327.64,69.9,477.5,602.05,7276
2025,7,Asia-Pacific,Model S,962,78011.53,95.4,565.0,91.39,890
2025,7,Asia-Pacific,Model X,1001,87922.15,99.6,511.6,85.57,932
2025,7,Asia-Pacific,Model Y,15616,45917.67,78.2,447.1,1149.56,14132
2025,7,Europe,Cybertruck,1440,65474.42,119.7,502.6,133.18,1497
2025,7,Europe,Model 3,7571,37327.64,69.9,477.5,615.33,7360
2025,7,Europe,Model S,1069,78011.53,95.4,565.0,115.33,1083
2025,7,Europe,Model X,1130,87922.15,99.6,511.6,104.02,1142
2025,7,Europe,Model Y,15417,45917.67,78.2,447.1,1304.31,15627
2025,7,North America,Cybertruck,1912,65474.42,119.7,502.6,160.4,1794
2025,7,North America,Model 3,11135,37327.64,69.9,477.5,881.39,10561
2025,7,North America,Model S,1579,78011.53,95.4,565.0,161.17,1600
2025,7,North America,Model X,1482,87922.15,99.6,511.6,125.89,1426
2025,7,North America,Model Y,20882,45917.67,78.2,447.1,1756.42,21746
2025,7,Rest of World,Cybertruck,310,65474.42,119.7,502.6,23.97,265
2025,7,Rest of World,Model 3,1796,37327.64,69.9,477.5,143.71,1638
2025,7,Rest of World,Model S,231,78011.53,95.4,565.0,21.84,208
2025,7,Rest of World,Model X,229,87922.15,99.6,511.6,20.69,221
2025,7,Rest of World,Model Y,3286,45917.67,78.2,447.1,248.89,3099
2025,8,Asia-Pacific,Cybertruck,1681,64779.82,120.2,485.7,142.6,1610
2025,8,Asia-Pacific,Model 3,9510,37196.59,70.5,489.9,831.15,9369
2025,8,Asia-Pacific,Model S,1404,79995.56,95.7,563.8,144.61,1411
2025,8,Asia-Pacific,Model X,1283,87457.7,100.1,507.4,120.98,1268
2025,8,Asia-Pacific,Model Y,20508,46069.39,78.1,453.0,1694.53,21094
2025,8,Europe,Cybertruck,1897,64779.82,120.2,485.7,176.81,1936
2025,8,Europe,Model 3,10564,37196.59,70.5,489.9,958.45,10566
2025,8,Europe,Model S,1469,79995.56,95.7,563.8,141.81,1411
2025,8,Europe,Model X,1480,87457.7,100.1,507.4,140.24,1486
2025,8,Europe,Model Y,20022,46069.39,78.1,453.0,1583.6,19419
2025,8,North America,Cybertruck,2830,64779.82,120.2,485.7,241.31,2672
2025,8,North America,Model 3,16997,37196.59,70.5,489.9,1523.91,17661
2025,8,North America,Model S,2082,79995.56,95.7,563.8,196.39,1947
2025,8,North America,Model X,2221,87457.7,100.1,507.4,198.01,2132
2025,8,North America,Model Y,30594,46069.39,78.1,453.0,2309.9,29447
2025,8,Rest of World,Cybertruck,391,64779.82,120.2,485.7,35.83,423
2025,8,Rest of World,Model 3,2449,37196.59,70.5,489.9,183.97,2117
2025,8,Rest of World,Model S,330,79995.56,95.7,563.8,31.4,322
2025,8,Rest of World,Model X,311,87457.7,100.1,507.4,25.85,288
2025,8,Rest of World,Model Y,4420,46069.39,78.1,453.0,361.53,4481
2025,9,Asia-Pacific,Cybertruck,2497,65337.45,119.4,493.2,213.15,2342
2025,9,Asia-Pacific,Model 3,15425,37855.99,70.2,478.1,1278.36,15125
2025,9,Asia-Pacific,Model S,1975,80675.99,95.3,580.4,184.94,1756
2025,9,Asia-Pacific,Model X,2312,85366.78,100.1,503.0,206.25,2395
2025,9,Asia-Pacific,Model Y,32916,44818.91,78.0,454.9,2828.87,36196
2025,9,Europe,Cybertruck,2748,65337.45,119.4,493.2,243.82,2847
2025,9,Europe,Model 3,16517,37855.99,70.2,478.1,1377.35,16170
2025,9,Europe,Model S,2455,80675.99,95.3,580.4,270.73,2529
2025,9,Europe,Model X,2317,85366.78,100.1,503.0,212.03,2435
2025,9,Europe,Model Y,35014,44818.91,78.0,454.9,2846.48,35377
2025,9,North America,Cybertruck,3902,65337.45,119.4,493.2,355.7,4001
2025,9,North America,Model 3,23503,37855.99,70.2,478.1,1897.84,22418
2025,9,North America,Model S,3094,80675.99,95.3,580.4,343.84,3291
2025,9,North America,Model X,3391,85366.78,100.1,503.0,323.82,3496
2025,9,North America,Model Y,48136,44818.91,78.0,454.9,4106.07,50442
2025,9,Rest of World,Cybertruck,644,65337.45,119.4,493.2,61.31,681
2025,9,Rest of World,Model 3,3856,37855.99,70.2,478.1,341.24,3939
2025,9,Rest of World,Model S,512,80675.99,95.3,580.4,54.48,527
2025,9,Rest of World,Model X,534,85366.78,100.1,503.0,50.83,557
2025,9,Rest of World,Model Y,6855,44818.91,78.0,454.9,538.02,6603
2025,10,Asia-Pacific,Cybertruck,1271,64041.18,121.0,499.3,117.94,1260
2025,10,Asia-Pacific,Model 3,8417,36420.37,70.6,483.4,638.61,7686
2025,10,Asia-Pacific,Model S,1052,77006.29,95.5,577.8,113.28,1049
2025,10,Asia-Pacific,Model X,1122,88411.19,100.9,515.8,99.44,1036
2025,10,Asia-Pacific,Model Y,14695,46479.44,78.5,452.2,1220.58,14302
2025,10,Europe,Cybertruck,1462,64041.18,121.0,499.3,123.38,1369
2025,10,Europe,Model 3,8404,36420.37,70.6,483.4,722.62,7912
2025,10,Europe,Model S,1198,77006.29,95.5,577.8,121.02,1122
2025,10,Europe,Model X,1086,88411.19,100.9,515.8,104.59,1097
2025,10,Europe,Model Y,15425,46479.44,78.5,452.2,1243.13,14610
2025,10,North America,Cybertruck,1955,64041.18,121.0,499.3,178.17,1900
2025,10,North America,Model 3,12805,36420.37,70.6,483.4,1168.48,13642
2025,10,North America,Model S,1660,77006.29,95.5,577.8,159.81,1515
2025,10,North America,Model X,1547,88411.19,100.9,515.8,157.2,1696
2025,10,North America,Model Y,21889,46479.44,78.5,452.2,1621.84,20032
2025,10,Rest of World,Cybertruck,297,64041.18,121.0,499.3,25.58,280
2025,10,Rest of World,Model 3,1727,36420.37,70.6,483.4,158.17,1808
2025,10,Rest of World,Model S,250,77006.29,95.5,577.8,27.51,264
2025,10,Rest of World,Model X,232,88411.19,100.9,515.8,20.72,215
2025,10,Rest of World,Model Y,3579,46479.44,78.5,452.2,309.54,3646
2025,11,Asia-Pacific,Cybertruck,1807,64102.8,118.9,488.9,157.79,1781
2025,11,Asia-Pacific,Model 3,10107,37422.96,69.8,476.8,811.04,9916
2025,11,Asia-Pacific,Model S,1283,77603.0,94.6,580.4,141.14,1326
2025,11,Asia-Pacific,Model X,1384,86743.54,100.8,518.5,118.88,1302
2025,11,Asia-Pacific,Model Y,18175,44454.17,78.1,453.0,1455.21,17020
2025,11,Europe,Cybertruck,1748,64102.8,118.9,488.9,143.98,1567
2025,11,Europe,Model 3,10684,37422.96,69.8,476.8,901.52,10486
2025,11,Europe,Model S,1385,77603.0,94.6,580.4,137.71,1297
2025,11,Europe,Model X,1365,86743.54,100.8,518.5,136.74,1442
2025,11,Europe,Model Y,21337,44454.17,78.1,453.0,1562.01,20086
2025,11,North America,Cybertruck,2445,64102.8,118.9,488.9,214.23,2451
2025,11,North America,Model 3,15246,37422.96,69.8,476.8,1187.3,14524
2025,11,North America,Model S,2076,77603.0,94.6,580.4,206.71,1959
2025,11,North America,Model X,1987,86743.54,100.8,518.5,179.55,1902
2025,11,North America,Model Y,28420,44454.17,78.1,453.0,2237.92,27644
2025,11,Rest of World,Cybertruck,382,64102.8,118.9,488.9,31.41,349
2025,11,Rest of World,Model 3,2492,37422.96,69.8,476.8,194.66,2176
2025,11,Rest of World,Model S,295,77603.0,94.6,580.4,28.48,266
2025,11,Rest of World,Model X,307,86743.54,100.8,518.5,28.48,305
2025,11,Rest of World,Model Y,4331,44454.17,78.1,453.0,350.11,4401
2025,12,Asia-Pacific,Cybertruck,2075,66305.0,119.4,488.9,173.12,1985
2025,12,Asia-Pacific,Model 3,14256,35871.6,69.7,484.1,1388.66,16120
2025,12,Asia-Pacific,Model S,1776,78970.19,95.8,583.2,209.76,1927
2025,12,Asia-Pacific,Model X,1787,87813.56,100.2,517.3,145.81,1625
2025,12,Asia-Pacific,Model Y,26718,45642.57,78.6,452.4,2222.26,26739
2025,12,Europe,Cybertruck,2554,66305.0,119.4,488.9,222.94,2524
2025,12,Europe,Model 3,15230,35871.6,69.7,484.1,1297.34,14262
2025,12,Europe,Model S,1836,78970.19,95.8,583.2,192.03,1894
2025,12,Europe,Model X,1987,87813.56,100.2,517.3,184.98,2028
2025,12,Europe,Model Y,27010,45642.57,78.6,452.4,2253.19,27660
2025,12,North America,Cybertruck,3606,66305.0,119.4,488.9,323.5,3679
2025,12,North America,Model 3,22200,35871.6,69.7,484.1,1796.36,21683
2025,12,North America,Model S,2679,78970.19,95.8,583.2,265.89,2555
2025,12,North America,Model X,2898,87813.56,100.2,517.3,248.29,2720
2025,12,North America,Model Y,36731,45642.57,78.6,452.4,2879.12,36017
2025,12,Rest of World,Cybertruck,528,66305.0,119.4,488.9,46.59,547
2025,12,Rest of World,Model 3,3169,35871.6,69.7,484.1,286.28,3439
2025,12,Rest of World,Model S,417,78970.19,95.8,583.2,43.99,438
2025,12,Rest of World,Model X,393,87813.56,100.2,517.3,32.42,359
2025,12,Rest of World,Model Y,5873,45642.57,78.6,452.4,425.2,5028
